R46511,R36928
R60837,R71098
R48496,R54875
R83177,R69635
R96047,R28033
R83993,R65123
R90117,R62336
R83476,R45434
R71752,R10307
R86898,R14895
R14368,R58414
R79671,R95077
R74065,R70382
R85727,R73812
R53993,R15225
R99044,R16922
R55446,R55432
R57583,R12619
R95385,R73389
R43440,R24446
R46850,R44049
R53314,R99502
R75363,R55880
R30665,R48857
R73877,R40212
R66887,R39342
R22065,R19129
R14453,R24981
R29688,R95391
R96179,R35043
R62238,R24189
R61078,R42549
R93736,R83503
R31368,R94667
R33241,R42267
R34379,R37305
R48288,R48382
R87571,R20345
R53666,R52266
R94825,R83388
R49734,R20243
R12426,R26867
R57927,R53526
R23152,R64719
R30486,R50905
R84377,R34849
R73502,R75520
R85302,R90407
R16383,R43445
R57523,R22435
R10622,R82483
R62247,R83659
R61385,R88155
R57434,R75807
R84846,R34252
R73801,R58468
R81428,R45152
R72882,R22890
R36415,R53650
R37363,R30612
R41236,R15418
R35883,R55392
R18434,R85622
R59770,R89042
R20540,R95787
R92487,R31087
R72108,R71291
R38713,R24957
R66650,R16052
R22542,R85856
R91733,R36431
R49479,R38003
R45757,R91118
R21212,R75149
R51541,R27392
R92610,R33597
R43782,R46584
R67765,R47072
R46207,R73974
R53829,R54200
R63975,R52208
R11125,R10358
R95982,R27195
R42558,R40601
R66297,R91888
R25674,R39074
R35703,R80641
R21034,R80513
R37980,R66279
R72802,R14985
R95185,R56278
R43382,R73827
R82557,R52758
R25917,R39572
R19454,R78775
R76283,R23724
R35180,R68951
R23875,R23551
R92953,R88132
R85116,R20828
R27285,R86085
R71127,R57198
R26651,R10739
R73082,R73214
R19132,R33979
R14188,R25326
R52981,R89101
R89264,R76871
R69867,R29180
R28923,R94023
R79714,R99331
R77826,R93940
R26647,R46448
R83610,R57009
R24608,R64589
R16357,R43263
R87119,R83822
R16845,R79437
R27185,R36174
R79114,R91497
R27455,R90762
R68382,R64525
R48510,R86122
R25012,R73181
R59912,R47896
R95000,R15376
R85271,R91524
R33354,R11156
R14578,R69539
R76113,R17838
R80820,R51532
R26901,R26959
R16574,R32180
R74878,R18275
R72862,R71038
R60167,R92480
R84099,R35385
R69461,R94895
R45489,R95376
R36123,R91492
R45487,R10914
R65681,R89504
R96356,R26232
R85393,R66136
R80279,R41032
R30098,R19965
R43448,R99235
R44568,R15217
R55633,R69336
R82075,R61510
R58813,R38996
R38733,R21174
R90012,R38235
R65600,R47355
R59086,R97898
R87420,R56459
R88753,R77937
R82452,R17000
R69733,R68575
R35501,R60766
R67819,R52720
R16554,R53711
R93728,R96362
R37986,R29656
R50164,R75999
R23670,R49429
R24642,R38102
R92051,R27586
R24870,R54804
R25411,R17075
R37755,R10752
R13981,R53083
R94010,R51833
R63178,R29765
R36865,R16611
R95916,R84588
R52953,R81041
R39560,R82636
R50593,R70546
R40240,R83496
R30992,R33079
R22641,R58110
R13945,R61335
R37836,R81728
R69063,R69935
R48619,R75688
R35683,R33149
R18038,R32407
R64226,R41592
R33144,R17130
R49351,R64909
R56199,R26406
R73295,R29662
R39999,R32371
R82351,R87186
R24199,R24776
R73293,R92518
R50933,R82162
R36973,R75514
R32899,R25875
R23598,R39228
R69092,R61183
R17880,R33642
R37967,R84919
R19081,R17255
R19640,R38660
R59955,R64686
R54380,R65778
R13022,R38958
R94599,R38473
R79749,R40515
R97469,R77305
R52083,R45862
R66363,R84492
R39072,R35224
R43206,R49859
R89205,R35939
R44247,R95656
R61592,R33738
R25016,R16524
R67914,R73347
R20028,R66463
R20054,R25695
R43486,R18700
R58234,R39587
R39672,R81993
R27607,R44252
R82407,R90655
R91533,R33448
R23226,R67793
R72407,R72120
R14423,R50355
R38426,R48559
R75836,R80484
R26729,R55157
R88273,R32904
R54233,R19428
R31574,R63873
R86443,R87398
R41330,R34465
R38077,R92958
R86209,R41096
R24373,R34555
R64817,R74298
R27558,R79324
R66752,R66462
R26104,R89206
R79689,R90378
R64088,R68257
R22107,R93903
R43335,R28125
R91249,R89763
R45872,R34583
R40558,R97962
R14965,R85019
R39853,R63997
R97175,R87796
R85450,R30129
R77605,R35897
R72783,R31945
R30503,R64675
R99896,R66993
R62709,R25134
R33617,R11466
R28484,R48141
R30161,R20567
R69427,R60321
R90291,R69654
R22503,R43162
R31740,R15691
R66126,R16992
R96281,R60730
R55632,R75136
R39877,R16831
R75407,R37036
R73474,R63957
R21051,R54936
R67787,R93031
R64615,R33458
R68859,R57897
R15304,R88352
R41694,R61482
R19238,R60718
R64153,R96224
R46962,R34264
R24096,R40459
R74716,R41815
R22586,R61868
R41121,R49467
R65163,R16558
R26574,R29929
R18857,R89617
R71998,R62305
R64569,R33995
R23736,R31556
R45328,R50206
R29767,R46713
R93277,R83303
R74048,R54849
R49807,R12569
R80947,R39043
R52930,R18904
R67807,R96108
R52160,R11611
R56239,R11654
R43738,R15210
R85978,R60275
R41642,R45787
R60690,R50075
R47048,R11615
R76095,R62906
R81907,R13498
R90470,R83653
R10892,R87840
R46138,R43895
R99915,R98553
R13425,R20798
R88177,R10662
R94133,R94334
R53535,R44085
R82327,R17812
R70276,R79232
R28294,R95378
R66718,R97859
R93352,R51637
R84565,R95156
R75309,R93774
R96589,R63194
R90843,R88350
R10549,R62820
R79619,R82440
R12842,R55515
R40867,R72225
R20081,R22231
R37431,R38664
R32931,R91414
R65194,R24276
R43258,R28873
R94034,R87743
R65540,R48063
R40734,R19836
R54696,R67389
R41770,R44853
R81146,R60015
R28825,R81661
R59125,R11557
R63728,R74896
R67705,R27557
R42030,R35915
R52606,R64558
R30841,R77585
R29417,R39077
R22811,R78963
R23119,R70844
R52829,R31199
R52730,R30709
R19397,R97561
R15976,R51028
R67413,R51907
R19601,R75983
R65568,R54522
R66966,R94105
R55962,R74247
R89366,R51043
R26524,R39152
R39405,R37252
R58290,R78274
R95575,R60475
R50752,R95134
R41652,R27513
R13118,R44827
R78528,R66681
R85921,R54454
R34307,R47049
R55511,R14378
R42710,R89187
R15062,R30930
R86907,R14227
R37936,R21069
R57792,R82623
R57279,R72072
R69064,R48917
R42318,R33119
R64967,R91050
R26644,R34387
R25563,R37167
R32690,R68225
R29302,R36900
R11797,R15086
R91862,R64753
R80799,R46503
R57123,R31018
R65826,R71061
R58340,R28525
R25204,R21249
R68490,R60986
R55198,R22779
R72469,R39172
R25032,R98208
R62115,R43831
R74981,R79440
R36492,R48098
R47477,R68307
R36288,R12035
R72169,R60125
R57105,R15262
R76372,R80184
R13796,R53980
R97565,R71367
R63326,R14318
R32356,R17845
R65736,R37556
R82888,R39338
R55024,R21747
R37369,R92000
R48287,R77074
R11524,R56085
R60778,R23409
R23518,R11917
R89745,R49594
R41149,R84313
R36945,R10751
R37738,R39991
R72606,R77760
R25639,R34572
R42197,R14561
R52532,R25106
R34792,R65752
R94328,R68416
R54241,R91464
R72073,R45530
R83688,R35262
R67818,R78158
R51566,R85494
R26172,R25565
R26478,R96389
R37573,R19005
R58940,R86619
R87150,R43388
R79892,R26241
R95615,R32845
R38937,R90157
R45173,R85817
R55019,R38581
R32739,R22912
R95357,R27257
R11528,R49168
R41055,R56636
R61918,R12992
R62675,R53194
R13924,R46092
R17782,R39314
R89105,R62157
R69562,R81264
R43464,R69225
R75038,R47398
R22718,R94762
R34762,R96202
R13237,R59888
R78981,R77224
R96465,R78676
R99551,R83561
R77135,R59881
R60141,R96741
R63791,R47158
R20885,R55829
R73104,R17350
R43337,R20506
R16452,R30090
R73614,R55156
R89315,R64805
R28108,R80446
R16787,R27403
R52772,R98482
R78750,R74370
R36902,R28238
R67766,R89894
R11516,R60994
R39651,R50895
R12606,R21338
R38922,R60826
R20587,R41630
R86068,R51501
R15471,R11394
R39610,R18189
R89550,R62514
R61039,R11543
R89978,R61861
R66759,R14362
R73753,R45645
R77039,R70082
R24929,R49910
R21636,R16100
R41253,R23070
R69955,R66903
R64626,R45198
R22348,R64704
R58691,R82225
R15373,R63793
R33673,R43472
R68613,R69135
R32707,R48028
R59752,R47339
R57795,R26462
R18021,R50829
R34830,R56200
R41051,R51962
R23764,R51848
R84829,R82991
R99319,R72111
R29746,R80751
R62014,R68264
R41850,R56841
R70442,R25463
R96420,R87800
R58237,R58762
R60789,R46016
R17158,R59645
R87068,R45565
R64236,R63476
R85278,R67662
R31147,R88957
R67595,R33002
R94210,R42643
R63571,R45359
R86100,R74211
R69528,R67689
R20205,R36106
R32519,R38280
R44037,R16057
R20703,R98423
R15819,R54999
R60021,R87861
R33219,R35960
R93548,R22188
R74469,R45486
R40159,R90990
R19006,R50147
R64068,R40699
R28240,R56890
R57022,R47651
R80196,R98644
R33134,R30388
R81158,R75759
R57295,R15824
R86730,R63029
R68387,R24506
R71045,R77743
R39646,R36117
R56580,R76860
R98467,R40860
R30913,R79213
R98865,R57730
R14638,R13119
R37912,R76502
R46746,R31759
R72015,R21451
R65547,R34968
R26571,R95262
R67980,R11276
R61086,R48108
R14176,R10567
R70828,R20782
R37269,R75375
R62469,R24897
R39444,R65216
R53985,R26668
R44003,R27385
R36548,R16320
R83836,R55447
R20497,R11532
R62179,R87256
R34409,R60711
R77340,R31492
R94920,R67085
R29444,R51269
R41550,R85213
R31513,R58708
R90877,R17934
R79174,R60097
R84915,R65783
R22919,R65780
R64872,R66194
R78127,R89877
R35113,R41940
R95989,R19590
R70229,R92689
R56025,R90782
R76542,R74498
R14883,R50090
R55751,R71893
R33180,R54058
R38233,R41538
R59181,R29336
R46094,R84252
R29274,R33096
R64419,R14154
R23141,R75128
R86169,R85626
R64935,R69817
R23758,R22955
R50703,R28035
R11007,R33710
R35511,R68554
R22298,R35698
R25008,R77592
R63242,R45823
R77794,R56222
R87749,R97915
R71763,R37500
R90207,R63694
R33595,R40534
R94123,R37907
R22726,R13415
R88050,R12551
R23088,R44389
R93629,R77512
R63129,R36266
R62263,R72538
R82808,R45274
R22134,R31971
R41636,R79831
R64047,R48708
R66192,R91218
R62947,R84905
R74715,R20001
R12503,R27679
R33976,R96656
R71210,R77307
R25634,R10996
R61738,R12953
R41893,R56461
R68539,R66862
R59287,R24090
R26838,R96221
R31785,R60607
R50294,R52455
R64637,R68506
R55683,R94900
R48088,R50754
R97388,R54967
R35374,R87114
R49880,R60580
R78166,R66158
R41255,R18734
R28630,R16929
R72165,R17335
R45146,R92632
R12355,R29432
R83373,R77247
R40398,R59847
R25278,R73184
R86032,R93874
R54904,R24399
R73227,R10906
R92017,R23259
R82498,R55544
R78825,R12297
R75909,R76248
R27076,R22600
R14340,R28879
R66601,R21440
R35012,R81299
R23762,R94454
R89948,R95397
R73913,R64657
R58032,R98392
R79521,R90532
R64360,R89180
R76679,R15055
R87676,R68065
R96828,R74014
R31437,R63207
R91729,R54229
R29010,R54491
R24788,R44078
R68763,R68620
R98316,R82213
R71019,R78218
R46411,R80254
R71571,R21073
R33764,R18962
R64391,R92118
R88472,R18404
R72367,R10414
R82856,R40833
R89945,R96180
R31942,R52025
R67350,R60761
R80094,R88403
R32506,R93134
R25668,R52431
R71142,R67018
R59359,R66265
R38366,R57021
R57956,R80841
R79552,R68415
R68482,R80480
R83787,R66156
R22707,R62652
R37596,R98632
R86086,R70891
R63544,R24940
R45648,R71944
R72190,R25610
R88339,R29952
R25250,R39098
R45946,R86754
R40675,R77248
R21866,R28595
R18905,R18931
R14631,R48968
R13111,R18077
R58002,R82678
R69062,R51358
R83895,R15570
R21153,R68580
R41164,R32111
R14140,R45076
R10300,R80114
R23609,R87699
R92262,R12220
R13697,R86848
R72666,R83183
R47087,R33715
R69625,R40474
R96506,R91071
R52684,R83649
R73257,R48529
R56987,R12337
R60122,R31475
R46010,R48161
R73908,R55318
R63519,R63777
R54258,R20072
R25852,R82127
R87551,R37827
R33740,R26754
R44801,R41469
R80260,R35431
R21245,R83268
R55583,R67204
R46357,R12695
R95648,R41876
R52466,R26117
R82565,R57636
R34976,R69359
R31421,R77165
R35949,R99173
R92289,R54708
R30728,R82962
R31598,R33307
R59987,R73520
R52036,R39313
R32714,R94552
R24937,R73051
R17801,R33165
R77364,R26776
R47027,R76996
R58822,R58185
R35808,R91471
R46639,R87261
R81214,R98901
R78505,R62484
R49634,R17394
R15442,R28859
R53040,R65057
R85876,R37549
R59481,R44263
R57596,R60597
R95192,R84568
R71509,R94031
R31793,R61402
R46822,R10153
R75276,R47995
R95232,R19577
R30369,R90098
R91164,R12906
R50087,R43225
R68424,R41587
R84605,R59849
R93422,R68537
R17508,R30165
R68623,R62975
R91838,R90893
R28272,R66434
R64327,R50723
R15033,R60211
R94226,R68754
R90859,R90601
R16352,R30416
R54153,R36242
R69101,R87924
R66898,R41295
R45421,R20725
R53767,R38985
R69330,R70034
R24812,R21617
R85079,R14386
R25896,R44367
R46742,R62533
R17650,R22337
R84838,R56231
R66683,R76539
R61792,R23383
R80628,R85685
R60174,R46082
R46361,R13767
R11222,R23372
R46684,R89998
R65219,R21474
R26936,R46498
R65578,R71299
R21460,R39218
R56370,R79711
R79422,R92141
R63412,R89546
R97633,R90319
R82231,R17299
R83681,R87706
R54467,R56953
R74679,R71484
R36755,R48941
R76127,R90269
R83171,R66818
R16919,R12783
R60197,R99070
R19376,R30611
R50316,R79688
R22701,R36802
R88359,R36012
R89136,R48455
R24422,R97945
R35335,R31635
R47932,R59527
R99637,R61355
R34907,R74440
R33138,R44218
R36964,R42286
R63962,R98357
R12393,R15779
R61038,R49710
R59394,R32398
R36468,R12264
R90725,R54168
R22850,R43804
R52533,R14064
R94959,R37046
R31691,R49458
R81490,R94697
R85325,R15078
R63961,R94574
R67322,R79830
R44371,R17146
R64292,R32882
R80014,R80804
R29854,R79667
R76406,R13565
R81135,R73880
R34476,R99749
R73927,R67056
R65628,R32204
R56962,R10096
R64330,R41965
R15060,R36940
R70952,R66922
R53576,R93677
R69850,R44741
R21820,R14250
R31670,R40271
R33843,R40275
R80302,R34327
R77744,R20123
R54127,R31290
R32211,R59943
R64750,R30818
R94862,R50476
R95789,R24394
R73178,R81306
R91246,R38364
R80597,R15107
R69868,R96774
R69008,R19071
R55020,R34146
R17639,R66544
R59741,R40872
R39894,R30370
R61525,R91580
R82798,R16836
R48871,R39563
R38289,R41314
R45589,R98726
R54232,R35679
R32011,R95901
R84467,R36198
R42198,R29005
R59730,R50663
R48577,R85076
R76935,R15214
R79586,R98542
R76321,R56685
R68169,R42867
R60909,R60183
R20133,R59391
R90052,R17133
R23316,R92310
R55481,R22642
R85758,R76770
R87170,R97460
R51804,R35540
R73818,R46284
R23523,R61583
R70124,R93553
R54020,R75677
R41710,R73411
R68126,R23247
R14178,R83738
R93650,R98000
R65032,R86345
R90199,R56754
R70041,R94924
R72045,R70482
R96269,R23401
R16878,R86971
R60545,R82631
R78057,R99428
R40618,R67496
R33331,R73055
R77852,R22233
R70561,R74659
R16772,R54475
R76083,R97608
R49068,R61465
R15554,R35204
R80758,R35241
R16577,R72854
R91085,R10106
R73574,R14665
R81104,R42003
R43024,R10137
R86620,R39747
R78693,R41557
R80925,R26030
R45151,R16540
R63016,R17798
R56908,R74752
R86292,R81820
R73306,R93060
R20963,R99501
R77114,R43303
R10557,R60973
R17040,R40041
R12620,R83884
R25582,R10032
R90854,R93374
R88305,R36039
R24078,R55939
R67969,R28822
R62216,R73478
R18511,R86236
R38826,R31106
R14755,R79355
R71531,R60013
R16961,R89736
R95269,R66494
R69395,R46524
R13398,R87942
R37815,R15313
R39203,R19204
R99916,R49300
R67939,R50003
R23273,R72907
R55407,R40977
R68612,R91297
R19030,R87356
R70324,R46648
R34096,R32815
R18647,R68480
R27411,R17596
R89299,R55760
R68275,R14403
R94180,R18743
R65816,R20368
R88551,R89399
R10335,R42410
R33587,R87275
R60609,R88192
R74841,R84413
R59760,R38525
R52365,R22999
R53518,R68649
R81918,R28097
R48851,R40803
R31862,R28453
R26724,R94138
R44988,R74903
R99467,R51405
R98879,R26716
R83499,R87046
R85321,R97443
R92793,R52339
R91114,R99662
R66692,R25714
R56276,R44776
R82780,R90860
R41892,R91938
R13789,R16877
R36707,R56382
R53671,R77063
R40998,R57926
R94038,R80583
R94489,R75922
R94975,R44325
R81107,R63084
R17536,R11991
R85655,R53250
R98163,R39669
R71284,R62839
R36919,R91943
R75023,R76641
R58535,R32140
R60562,R12981
R91014,R34664
R32712,R14479
R42952,R85001
R14687,R51713
R63149,R95462
R89739,R54636
R19656,R40876
R37034,R22452
R89121,R64599
R14908,R71596
R95751,R78885
R19037,R27615
R95720,R80637
R14888,R96075
R95905,R52621
R53802,R57786
R25764,R61943
R55786,R16284
R19407,R80179
R54951,R95517
R78236,R46972
R78020,R95334
R25418,R24273
R28808,R17506
R26278,R45558
R55381,R94935
R25874,R72421
R84853,R52983
R91532,R32866
R33289,R20884
R69076,R37660
R88862,R35583
R66730,R94521
R58305,R45267
R42146,R77666
R33345,R46987
R39793,R31449
R53477,R90629
R73054,R95610
R57232,R94060
R84388,R93616
R71684,R19556
R62286,R15535
R49306,R47225
R59169,R28950
R50282,R29032
R93355,R24947
R82332,R56107
R21929,R30941
R66397,R29109
R22736,R54985
R92162,R49840
R64234,R45211
R46759,R36555
R86756,R64718
R79342,R61556
R88601,R40620
R65386,R14877
R23218,R78696
R37116,R39518
R98294,R29260
R39397,R18500
R17855,R75583
R92954,R81979
R38800,R32135
R79563,R59159
R54019,R24461
R52783,R58154
R22477,R28887
R20768,R79378
R70873,R45801
R30518,R62088
R19532,R92625
R86010,R60695
R86582,R96781
R68675,R24618
R77003,R52770
R95752,R30777
R58401,R60082
R46547,R86413
R87994,R63414
R31429,R20222
R16247,R66872
R35190,R85665
R44788,R17552
R19209,R70136
R73404,R62181
R47722,R59911
R42150,R57025
R41616,R98406
R64980,R11385
R74092,R96037
R68782,R62924
R22712,R89246
R40805,R71328
R83086,R33657
R45061,R58536
R36105,R10135
R17156,R33702
R29888,R65764
R16530,R48754
R75979,R48384
R98997,R92263
R14539,R36629
R86438,R55137
R36128,R33680
R13652,R26581
R25689,R70277
R53121,R92109
R72635,R16634
R49943,R90270
R18361,R31777
R23981,R63509
R56613,R34577
R93787,R54016
R81832,R87350
R91047,R26782
R72520,R64436
R15401,R69327
R85055,R55320
R38416,R38734
R13061,R58796
R98698,R84411
R35597,R40279
R58300,R78863
R96604,R63730
R32652,R24768
R79431,R27471
R72247,R70101
R57345,R68061
R64700,R15479
R57078,R25264
R35526,R85553
R67717,R91455
R74594,R34319
R42233,R30067
R59574,R90641
R58292,R43401
R90113,R15615
R99359,R93164
R87859,R15223
R88249,R17175
R22001,R55097
R81396,R98990
R72926,R45819
R64147,R89515
R66074,R81361
R30268,R43013
R43181,R34153
R69632,R56017
R88661,R38499
R17881,R56534
R80952,R11164
R80892,R45169
R38135,R37587
R44486,R98678
R76721,R53660
R63100,R80322
R52725,R66114
R97421,R47245
R80221,R66185
R70366,R25007
R88459,R21260
R14612,R53268
R42386,R45289
R87440,R38978
R67817,R75844
R12031,R99858
R36715,R12923
R32087,R43223
R81489,R25865
R70190,R82629
R60435,R55725
R59684,R80968
R63902,R15903
R61382,R93931
R68517,R68150
R76152,R43350
R58410,R10287
R18140,R42022
R74871,R54587
R43586,R60046
R26923,R34330
R13089,R97993
R41168,R91782
R19165,R60788
R17674,R58478
R31622,R69591
R20936,R11964
R94147,R79635
R53939,R93522
R95647,R20441
R23690,R37732
R39583,R55451
R46586,R35285
R79090,R76593
R17401,R75591
R28119,R79948
R10393,R40666
R19869,R59885
R48282,R82232
R49017,R81016
R20262,R31908
R19046,R13244
R64573,R74707
R75331,R76442
R73463,R31480
R34102,R61859
R82754,R28343
R39451,R69522
R38538,R35153
R76768,R28379
R45190,R18985
R20088,R76061
R96977,R88034
R59275,R70770
R27467,R25570
R86031,R68749
R37412,R33284
R35319,R54244
R23320,R28514
R58693,R61343
R30209,R21200
R51298,R12416
R96140,R21703
R72086,R39159
R83047,R38805
R31351,R66861
R14194,R71644
R74609,R25883
R58134,R35770
R20261,R22556
R24167,R62767
R48355,R25459
R51656,R81664
R89803,R33390
R83786,R48978
R96264,R92270
R89657,R63223
R98339,R62828
R69080,R61915
R42887,R12358
R10732,R53173
R61458,R86145
R18983,R13606
R96806,R85166
R11701,R69230
R23943,R42103
R37850,R57748
R91318,R60723
R62128,R32826
R35076,R79629
R47356,R43047
R66313,R57226
R98781,R44597
R94421,R19329
R66228,R96499
R98305,R80411
R48948,R68723
R45826,R69745
R95141,R62583
R43325,R85590
R43434,R26451
R21177,R17198
R42752,R25949
R91466,R78834
R28653,R95273
R98515,R85602
R73462,R18319
R86440,R89819
R50671,R41558
R58393,R57285
R94216,R79888
R85438,R31349
R79448,R79482
R23403,R56452
R57091,R76277
R63605,R22568
R28761,R73228
R60346,R46994
R25651,R30051
R47093,R40372
R55257,R74075
R85855,R78635
R28927,R43608
R43218,R73180
R25573,R79768
R87588,R19117
R46237,R33012
R26235,R78923
R81678,R98539
R19907,R82667
R77977,R49728
R45464,R64667
R64784,R46913
R77788,R21542
R82256,R18503
R75100,R37250
R49480,R84695
R99345,R34276
R87301,R71400
R87721,R58710
R19643,R66077
R50205,R90988
R76116,R93582
R20824,R74525
R53292,R19289
R17996,R76206
R35991,R95459
R87658,R94882
R66851,R16613
R34057,R64394
R56589,R40079
R54812,R69295
R42832,R57333
R73543,R43963
R12428,R12457
R88542,R72724
R29518,R75180
R78440,R74362
R49756,R30457
R52453,R83174
R22572,R63370
R93391,R29049
R37260,R49899
R53995,R89310
R26003,R48536
R36032,R73333
R66504,R47139
R93711,R92210
R17052,R27246
R49374,R88083
R69749,R36453
R60085,R30303
R67580,R58849
R33103,R39945
R33025,R73677
R65953,R11767
R55105,R97137
R31025,R41240
R97158,R96643
R71839,R58923
R93437,R32113
R72951,R34603
R47569,R36268
R54945,R95404
R12038,R60419
R78727,R87982
R92211,R14614
R57705,R40551
R70924,R93938
R43433,R30572
R44792,R22845
R60783,R32172
R52530,R23159
R93326,R71151
R31333,R17595
R16404,R22731
R21517,R54207
R51443,R77276
R27323,R86569
R21539,R54933
R56213,R58795
R81131,R82686
R83067,R74353
R82616,R46093
R19961,R22221
R33808,R48172
R81202,R95810
R80652,R45536
R23533,R97743
R99287,R42844
R20394,R85918
R53048,R76275
R32222,R46250
R68214,R53892
R96924,R90170
R34855,R63232
R20224,R16023
R91606,R60813
R56728,R87704
R15483,R88558
R19462,R75920
R93800,R10882
R73471,R96625
R39488,R46132
R21997,R95456
R42759,R49926
R13744,R24379
R63774,R33378
R17732,R62505
R38596,R38738
R43696,R52516
R11868,R84352
R95305,R44372
R17189,R96308
R74884,R28265
R78346,R44752
R19113,R17181
R59111,R69165
R94244,R59408
R26380,R43166
R25669,R73433
R54048,R41957
R12492,R22324
R39344,R19628
R27595,R27736
R24743,R15663
R77714,R13465
R22313,R36723
R65205,R65379
R63943,R23347
R55866,R33876
R67561,R35848
R32664,R99190
R43534,R60170
R36621,R51018
R44259,R82561
R83188,R42474
R69113,R13679
R94090,R47254
R40514,R13918
R37067,R53049
R11542,R26048
R54122,R68142
R38772,R13057
R21016,R29584
R94687,R30963
R22781,R82651
R69938,R56876
R96747,R80665
R84405,R77600
R33048,R56221
R14163,R55749
R60812,R91216
R43884,R48310
R61006,R20378
R80611,R74449
R92170,R42294
R25120,R27193
R13369,R98835
R96014,R63608
R62138,R26422
R25741,R75613
R26931,R38651
R39271,R39554
R35858,R15132
R52006,R45771
R45079,R14582
R47364,R87243
R14772,R23109
R83827,R69460
R39731,R56966
R65359,R68395
R18286,R70025
R63158,R26049
R68179,R17301
R26611,R10357
R71110,R83730
R40573,R80834
R27815,R22853
R12174,R80006
R34172,R84738
R50453,R86014
R28234,R19383
R21680,R24535
R98446,R78779
R33422,R31402
R77903,R92503
R41400,R50280
R63407,R45067
R56588,R83404
R93198,R67840
R80855,R12292
R85382,R52689
R99844,R68393
R32991,R14838
R98923,R93804
R22866,R20796
R47593,R81164
R97599,R64688
