R607615,R444827
R591441,R804342
R627623,R674803
R413648,R292443
R110506,R818492
R261870,R214677
R132213,R860814
R916147,R635937
R795928,R937680
R484984,R642358
R333685,R803210
R978059,R528103
R282180,R718542
R681332,R723716
R285866,R591985
R479009,R485727
R383904,R853673
R764301,R465671
R239911,R757287
R939474,R875971
R634317,R497036
R126967,R240299
R810820,R537012
R463431,R456143
R763645,R985078
R239663,R179384
R584029,R519215
R448236,R295943
R388431,R986355
R821107,R253040
R272951,R610986
R666960,R974238
R903198,R749906
R247925,R862463
R187324,R754072
R754483,R962734
R661837,R783835
R938331,R913980
R243079,R937735
R481951,R770455
R117977,R642169
R936865,R509932
R731728,R917555
R450114,R414886
R137735,R997201
R498270,R580601
R915280,R490897
R720380,R566955
R859636,R725445
R273952,R114770
R304780,R671915
R823576,R152380
R211524,R427161
R522327,R901241
R217530,R937722
R419842,R132161
R571858,R575192
R420314,R174646
R398310,R226239
R602763,R183372
R668015,R321986
R622330,R934911
R425881,R903151
R768065,R136116
R567902,R721382
R831780,R641347
R550997,R412096
R820764,R669083
R312550,R908190
R242358,R190335
R151662,R321788
R568898,R524915
R840807,R718735
R109631,R521389
R643506,R538708
R547900,R479306
R766049,R821607
R244021,R260086
R815880,R297541
R362379,R364132
R906142,R792952
R906331,R949212
R104733,R867098
R313070,R841175
R850339,R968631
R195861,R166035
R885213,R426519
R339445,R831495
R974774,R140837
R835424,R648000
R401520,R829496
R108916,R296334
R627797,R850466
R390191,R506080
R742486,R229296
R216724,R383308
R949501,R131516
R611462,R285710
R103820,R876567
R818502,R721510
R973191,R922999
R663816,R794872
R561484,R944603
R168871,R148264
R168976,R933397
R698713,R987030
R281822,R758225
R796039,R796307
R663573,R957152
R782934,R232861
R468384,R767889
R799652,R736779
R875731,R290567
R557718,R496026
R345926,R568365
R689223,R325752
R888543,R152750
R290175,R836954
R699219,R576217
R163913,R570915
R196017,R540411
R142561,R890245
R928789,R835325
R399395,R941342
R351603,R710742
R986503,R817877
R283997,R884388
R901094,R472037
R445587,R809497
R313821,R520972
R935125,R242333
R612044,R310533
R460667,R291245
R694784,R258996
R421567,R129456
R321731,R336967
R245334,R633395
R132079,R911521
R617619,R699066
R869043,R856253
R428073,R552386
R204509,R510644
R960210,R218969
R668318,R710001
R144356,R295420
R218554,R794770
R260482,R594916
R327764,R624987
R238677,R122372
R887133,R560478
R687230,R681774
R512297,R411030
R337584,R789165
R422825,R693682
R308664,R797158
R899073,R554690
R623996,R569719
R688075,R149371
R851584,R497698
R583337,R457228
R959821,R203755
R437606,R897856
R201775,R942788
R129854,R496241
R914036,R282867
R811734,R253021
R433840,R893995
R595858,R593497
R268289,R446015
R606219,R750665
R283564,R416025
R291620,R984307
R102298,R340272
R188284,R690178
R747998,R533576
R311972,R300413
R802053,R504133
R724525,R408147
R481450,R529527
R791525,R240062
R880789,R838081
R799888,R363997
R559992,R362229
R254656,R250239
R566138,R652770
R991406,R914966
R225799,R252549
R960515,R901861
R505576,R365280
R585034,R136058
R568890,R623626
R873740,R122690
R582322,R288662
R923561,R107702
R713163,R808557
R378257,R496808
R588743,R230689
R393953,R233460
R818585,R312494
R207064,R919984
R769757,R241202
R165142,R943365
R717092,R837928
R122047,R738328
R315764,R518590
R204729,R586629
R928797,R297784
R928240,R675547
R732788,R883984
R690046,R439397
R745674,R387966
R152243,R996663
R460963,R532982
R121184,R791529
R378508,R478829
R523908,R333905
R135795,R481914
R109751,R432517
R329337,R564323
R688348,R682627
R351939,R722222
R651006,R989180
R567479,R707510
R520148,R905736
R693560,R640766
R394389,R649299
R432067,R656453
R394643,R523239
R446387,R345801
R542511,R128508
R271857,R240985
R171019,R682551
R469764,R416412
R845759,R863768
R514893,R815104
R816394,R931000
R782517,R299666
R914840,R414326
R739108,R834992
R735582,R154865
R763278,R271159
R611727,R928790
R184804,R490260
R771508,R800429
R883894,R841176
R443306,R446222
R935029,R562695
R109703,R605955
R642800,R313983
R907934,R733833
R352272,R127775
R879550,R365372
R545251,R947839
R120116,R470580
R497443,R860046
R429119,R708563
R382444,R342221
R243663,R241332
R911016,R695506
R768794,R337121
R168152,R659905
R340549,R782097
R467183,R444945
R259729,R940898
R243207,R702215
R226374,R921825
R298538,R607550
R969157,R460610
R209444,R224164
R149339,R922541
R267822,R763536
R266413,R174465
R655358,R924394
R758114,R207452
R234478,R202910
R911937,R527372
R763883,R540731
R367525,R480570
R447672,R415124
R998615,R407421
R303037,R526351
R207266,R346919
R580577,R650855
R789151,R636018
R818345,R723640
R181463,R621834
R409929,R975135
R806211,R594864
R136049,R680155
R340958,R904622
R238071,R310868
R460885,R860555
R886498,R673743
R919226,R204618
R809883,R577149
R879961,R814039
R665892,R836898
R177548,R740821
R988558,R301759
R180903,R599585
R356883,R178775
R105248,R584595
R728927,R806987
R985145,R275890
R375341,R826841
R652285,R681368
R574654,R691553
R162984,R189661
R142048,R862013
R768431,R812345
R915804,R495323
R427924,R424573
R771509,R681409
R212393,R737895
R793689,R760509
R946725,R335377
R113030,R933907
R835645,R285564
R940946,R906196
R602794,R944491
R808382,R312530
R437550,R169987
R666615,R459182
R173243,R645519
R247057,R546506
R964249,R178231
R748770,R423240
R250386,R752375
R658116,R308163
R368302,R735439
R704677,R295341
R403148,R451266
R980637,R357716
R464664,R841804
R208339,R725261
R142738,R936123
R816839,R185910
R349600,R813388
R620306,R974601
R429364,R661880
R661426,R554683
R794009,R253138
R127721,R617000
R158006,R234576
R379991,R328620
R235573,R203407
R449834,R139778
R271227,R211407
R936016,R269401
R217488,R361077
R583102,R584347
R251075,R113014
R562748,R292633
R976336,R969335
R640209,R542027
R841514,R328988
R187821,R628768
R133545,R444286
R752111,R326332
R595253,R318262
R320548,R674533
R307925,R847536
R830543,R309886
R848995,R459512
R707059,R203487
R309538,R282516
R770099,R780344
R370363,R672897
R295888,R432878
R463585,R821247
R731147,R964631
R244347,R269765
R335558,R202613
R534145,R572107
R377584,R404741
R557255,R140802
R185909,R304163
R257485,R115753
R740930,R729571
R612928,R459470
R580355,R857655
R963668,R208959
R168754,R957673
R252670,R926404
R434153,R580785
R936057,R500662
R527490,R900796
R582932,R249745
R340908,R138741
R895327,R868577
R613567,R765049
R915173,R655769
R765985,R230359
R599448,R219400
R910624,R866212
R925170,R162317
R706772,R793513
R865912,R509413
R932996,R106356
R631093,R644700
R808787,R250254
R133368,R985708
R863444,R522941
R148881,R674473
R863725,R515245
R876912,R278475
R265297,R324924
R431926,R606425
R289168,R929254
R971169,R610158
R338140,R801761
R929230,R244038
R500409,R627438
R484298,R287993
R224169,R675844
R849382,R535618
R317056,R331826
R311720,R257597
R869912,R647464
R230948,R198550
R400308,R697817
R420708,R656826
R558050,R452427
R194278,R617768
R959341,R899055
R748634,R213068
R815821,R590776
R335063,R664329
R751232,R245573
R748256,R907204
R705606,R469922
R483911,R170362
R896413,R680381
R598232,R614932
R651920,R843089
R428996,R799910
R416491,R325502
R251299,R899068
R541632,R681524
R113707,R280527
R335196,R832015
R101320,R341706
R391000,R755831
R844011,R325714
R399364,R878229
R330836,R971263
R139822,R979251
R291070,R992882
R181430,R722945
R771333,R237146
R962875,R498077
R888707,R778676
R132406,R145651
R522840,R596063
R798373,R171758
R350893,R989597
R933161,R341708
R396187,R283842
R377939,R550818
R913762,R413450
R161392,R607351
R122180,R739254
R407717,R706062
R297828,R873741
R698898,R228552
R344570,R767006
R533191,R682668
R329640,R611827
R525899,R596802
R902794,R374609
R148608,R912221
R536228,R434307
R334978,R128904
R916574,R239373
R736305,R440156
R651805,R516003
R692795,R196049
R932792,R840921
R313154,R865258
R911081,R160255
R180152,R263551
R244900,R394837
R397984,R877607
R421320,R783230
R805260,R685556
R465654,R131723
R904532,R361852
R376180,R177728
R370518,R578248
R236993,R255904
R523192,R528319
R643800,R499834
R737192,R318360
R993471,R441310
R745152,R874698
R213741,R442826
R245540,R160363
R944274,R426787
R114469,R780963
R614229,R354012
R858669,R161891
R843919,R832641
R261312,R298150
R849990,R589109
R677839,R183721
R188478,R528299
R274413,R398259
R458048,R412022
R815033,R153572
R942539,R417137
R963665,R530233
R546437,R682167
R783308,R984438
R944264,R492013
R379920,R792833
R151869,R368707
R459546,R867021
R883925,R564746
R631037,R560082
R109079,R354552
R763967,R185540
R261606,R353404
R158680,R433358
R538226,R419255
R681079,R810848
R461558,R357019
R187138,R354986
R298410,R991262
R484886,R566973
R534223,R277830
R732570,R215761
R749181,R384335
R471269,R563370
R673598,R220300
R750862,R708372
R604879,R725713
R302663,R595473
R901450,R970700
R859021,R919136
R494089,R921078
R830718,R995507
R661436,R861519
R112401,R577082
R147866,R474421
R658402,R883269
R919972,R280626
R995382,R342266
R167830,R722926
R761601,R728706
R943512,R980449
R796726,R210123
R187071,R535906
R325237,R246387
R507408,R888857
R711798,R995286
R864861,R727193
R432378,R746928
R623820,R264109
R397935,R852031
R602136,R748455
R825784,R775047
R331076,R114609
R965694,R926278
R372218,R805823
R258176,R618136
R101321,R152514
R399329,R103778
R810220,R910406
R183164,R268671
R238992,R521149
R663145,R487258
R926254,R480367
R283243,R941669
R529352,R771418
R548514,R654670
R569363,R926523
R305290,R316138
R488673,R745305
R101125,R819018
R330776,R449127
R929164,R683148
R151234,R986698
R936739,R327882
R206719,R872410
R140666,R311135
R611198,R846191
R788238,R230951
R237368,R751999
R154366,R988932
R643089,R477682
R913639,R676533
R495298,R244331
R193493,R196265
R475964,R550033
R886279,R849904
R312333,R859395
R938255,R925646
R156114,R310780
R581882,R368842
R267948,R435678
R767336,R642808
R828092,R537671
R598591,R440103
R336816,R701257
R910899,R219759
R103800,R608650
R113170,R370195
R953432,R198491
R969525,R953173
R132292,R274675
R885368,R465052
R999446,R682355
R710509,R434705
R865521,R841246
R185745,R959779
R772926,R879173
R196249,R600675
R319091,R472462
R386502,R473932
R667362,R567251
R655514,R762247
R491738,R488911
R560938,R721610
R947209,R758713
R980256,R631266
R246647,R155100
R187846,R760403
R749485,R213933
R697535,R381446
R526982,R661441
R223311,R462933
R744668,R392996
R200785,R505433
R588019,R319117
R353982,R545514
R671925,R926549
R755249,R216605
R936005,R784504
R143150,R297457
R864241,R800985
R528000,R911650
R532100,R420282
R645035,R661172
R466843,R984705
R261007,R625586
R643383,R443639
R936575,R657779
R890965,R862732
R249531,R915256
R369433,R318600
R973158,R916449
R946481,R215913
R505173,R158265
R353044,R722385
R769234,R883210
R535133,R518574
R609421,R422797
R360031,R884690
R659311,R504713
R228678,R626840
R943029,R470222
R682776,R382364
R462709,R701361
R709051,R478685
R909290,R646342
R974665,R513950
R114416,R953423
R679465,R422073
R699644,R449766
R573668,R139409
R650940,R209255
R427212,R695899
R635015,R555053
R824974,R850765
R555938,R924513
R129207,R693781
R795845,R990595
R100172,R809687
R588219,R927779
R684824,R922164
R441913,R721311
R918669,R828002
R705428,R627611
R584579,R979009
R378188,R937141
R609457,R460402
R848435,R822221
R267398,R296707
R324204,R656786
R751285,R521598
R782347,R534225
R962307,R674619
R661303,R166833
R146731,R251692
R827897,R736060
R717956,R316068
R698827,R938701
R769140,R935870
R762376,R958817
R347048,R871212
R539202,R880513
R613187,R742547
R985857,R268480
R485107,R995946
R656108,R690477
R104048,R212114
R846652,R312780
R371370,R980015
R889734,R145844
R540827,R586720
R934136,R886309
R570640,R467791
R681785,R215706
R107404,R281907
R983552,R692320
R920471,R765075
R201464,R675534
R133975,R163551
R792944,R846051
R412151,R212459
R413896,R235828
R581474,R131797
R842373,R940863
R244029,R811790
R634270,R307908
R159239,R544261
R244107,R460356
R385002,R572600
R666677,R878843
R431131,R898451
R752703,R356289
R230592,R490949
R833039,R777603
R798234,R692164
R684097,R604065
R644564,R395786
R463331,R818715
R698196,R199018
R777536,R227339
R255754,R685559
R936257,R843418
R154860,R207538
R913526,R390839
R514947,R496407
R944473,R416452
R924128,R804101
R555016,R270094
R864009,R217321
R839253,R402376
R196147,R579267
R698053,R114924
R720921,R694622
R456652,R551771
R255581,R593320
R723753,R901671
R255866,R228188
R271852,R763396
R335682,R499727
R209888,R304838
R783988,R555548
R448539,R607995
R614526,R222157
R514892,R577925
R517212,R852567
R623634,R465520
R702679,R480845
R139358,R254561
R527478,R551076
R157063,R711839
R587949,R126100
R956728,R425340
R519059,R814194
R254800,R874309
R243067,R531238
R921416,R387375
R766496,R453248
R608491,R963245
R628824,R256188
R396566,R914215
R408258,R741840
R442821,R543718
R426178,R735460
R760280,R787836
R390700,R831277
R176805,R324181
R845948,R808503
R858869,R864698
R523897,R509679
R206083,R925780
R832790,R359111
R307108,R204687
R129368,R104216
R586950,R865169
R930556,R298076
R845001,R868380
R519252,R306723
R574761,R487400
R947603,R404574
R582940,R830508
R360259,R174893
R393938,R764829
R622849,R866532
R298120,R980374
R947718,R513214
R707785,R435929
R881212,R865944
R231143,R544045
R323042,R887070
R630407,R842498
R133382,R661939
R276868,R369731
R844156,R916876
R503312,R948179
R198406,R845353
R639604,R344265
R649816,R752949
R596766,R541956
R289362,R166324
R999428,R108461
R428422,R974528
R128969,R781796
R515348,R574743
R989942,R189628
R302618,R144618
R884110,R602540
R494127,R361035
R241091,R352792
R286086,R846464
R462171,R145892
R868003,R338445
R458598,R849263
R925234,R580034
R410197,R725694
R454514,R791267
R603877,R352062
R780902,R343571
R215106,R756699
R791367,R819431
R886029,R545764
R842252,R970171
R207379,R542887
R909244,R596326
R667264,R162841
R790361,R826997
R791216,R794588
R642815,R839484
R445892,R827022
R765701,R655128
R433386,R293190
R273174,R416792
R806458,R338691
R605855,R280077
R453486,R449096
R118692,R135644
R453236,R285174
R498323,R625850
R917851,R947347
R989313,R570181
R481858,R985129
R631338,R914417
R384070,R639419
R650234,R251600
R100233,R165219
R685154,R900670
R340395,R239971
R954407,R880741
R557104,R498609
R634372,R602955
R215019,R367687
R180402,R867383
R382118,R961580
R588418,R269727
R619922,R717681
R420716,R556582
R118319,R888379
R259367,R371354
R196424,R268450
R228204,R599779
R935459,R667936
R569274,R337469
R950712,R697263
R667331,R721912
R495024,R244889
R893569,R843739
R389957,R443558
R408979,R698400
R317131,R546774
R290377,R569920
R825545,R530069
R403323,R919220
R814985,R476726
R513949,R649685
R792194,R299563
R179545,R845933
R486691,R932573
R619545,R652804
R304975,R572077
R302290,R798325
R484797,R356655
R850688,R790190
R629880,R365939
R859821,R878685
R929011,R729333
R503490,R205013
R459371,R471977
R350242,R953324
R823967,R183079
R394462,R235556
R998276,R985201
R504689,R805931
R920152,R745727
R656100,R192127
R197125,R546351
R951835,R774529
R677956,R487323
R319505,R271975
R186768,R425313
R548954,R929504
R167150,R698379
R307955,R539939
R957319,R726891
R272827,R943937
R765899,R527269
R413703,R238623
R760330,R814301
R656117,R125664
R613822,R561806
R426779,R722717
R644921,R767776
R955251,R627900
R127312,R555366
R216271,R159423
R295479,R162358
R526760,R224386
R663606,R496063
R448518,R935056
R759575,R440955
R184265,R360991
R466297,R224989
R813996,R291644
R562371,R589816
R609848,R826031
R819265,R265137
R904945,R251284
R383774,R913904
R433832,R252925
R104223,R528083
R255107,R499662
R425044,R273999
R821957,R523771
R825669,R417428
R117469,R304953
R190233,R662576
R749002,R271908
R143028,R892817
R558554,R968110
R453574,R729456
R115917,R656944
R227511,R798930
R948085,R503647
R256733,R349267
R915949,R913879
R989306,R219906
R126892,R626293
R232370,R284846
R994910,R365528
R188827,R397665
R644916,R236502
R320791,R277352
R738216,R488489
R714595,R712790
R312480,R614996
R634075,R373675
R302703,R252024
R289363,R823256
R811753,R828846
R817187,R419983
R355356,R950827
R449180,R845123
R478628,R628905
R885445,R940968
R603778,R949262
R400681,R548274
R162975,R164130
R375420,R863896
R733939,R521153
R599376,R223344
R195753,R456730
R875275,R568613
R903564,R317211
R433456,R857506
R717911,R371614
R747597,R330535
R505366,R237557
R710631,R648650
R209342,R169134
R137217,R855438
R581230,R320949
R518414,R604601
R533580,R989603
R545946,R378713
R835108,R772401
R349506,R875127
R384432,R687246
R916624,R854489
R969233,R840416
R739652,R837408
R457238,R738418
R609224,R726512
R956677,R167023
R830965,R139475
R684002,R844540
R908866,R652054
R530176,R808376
R759319,R433889
R378675,R843189
R313507,R872700
R764515,R874299
R388117,R364081
R713010,R468536
R233648,R131004
R657832,R519850
R910746,R885902
R483308,R785303
R276783,R482805
R344042,R539389
R663491,R699483
R135097,R704158
R409560,R606303
R217559,R848781
R970322,R165624
R116615,R199172
R595687,R685616
R479199,R699533
R327088,R605736
R106490,R340000
R204863,R455406
R748929,R353239
R138570,R200108
R451475,R336630
R860014,R261696
R551046,R881103
R922877,R739400
R757877,R949320
R245327,R679069
R900900,R523372
R720236,R520202
R880910,R272934
R780082,R265945
R405313,R191341
R305291,R727862
R119161,R252270
R629494,R387796
R656411,R240668
R351104,R349514
R444808,R339803
R403807,R345306
R836714,R827513
R307525,R303209
R550296,R247748
R585243,R328754
R890537,R576039
R478097,R736505
R738433,R991150
R473591,R635473
R769958,R804951
R350685,R250469
R612890,R668572
R749059,R366089
R512036,R621471
R489827,R469570
R273607,R184837
R578453,R464455
R427003,R420293
R476918,R736298
R507289,R804166
R451613,R864700
R442047,R305754
R707863,R122191
R493571,R210749
R933011,R435856
R989236,R853799
R346580,R631530
R681843,R298631
R557952,R790381
R494730,R823434
R672808,R277028
R882602,R392036
R699590,R463717
R724285,R214098
R132223,R373862
R778573,R286486
R924620,R658913
R368862,R810592
R518023,R344276
R206657,R877112
R444742,R164340
R466047,R601073
R413496,R504779
R685252,R601850
R453817,R340583
R610111,R258587
R659960,R900917
R570334,R970750
R254014,R172129
R907007,R570040
R525180,R156195
R445819,R387630
R726068,R547226
R239646,R544719
R601647,R836456
R533698,R728324
R685240,R460790
R895363,R622417
R444237,R269391
R221639,R119669
R762193,R570795
R343947,R409716
R342090,R725287
R728185,R196225
R328076,R901853
R768759,R852404
R749046,R912240
R548979,R308502
R909156,R561912
R180486,R223373
R503048,R917592
R435326,R986495
R971836,R741417
R142516,R753102
R696263,R789958
R858606,R930326
R525714,R395121
R835370,R236143
R375269,R453527
R252134,R341159
R355205,R311868
R535208,R200797
R662103,R853655
R659308,R355157
R690595,R857860
R202416,R207650
R718877,R140404
R365390,R594537
R202164,R788583
R918697,R982086
R239352,R817639
R868920,R819508
R513784,R874991
R631271,R446553
R102220,R825098
R952607,R617857
R154321,R445117
R363736,R144678
R854134,R358654
R593946,R782952
R889732,R950922
R597377,R793904
R125270,R783834
R162917,R238801
R913375,R957365
R228507,R937544
R737751,R680020
R269597,R780176
R212550,R778036
R614029,R621529
R149634,R343580
R434737,R723647
R707487,R563261
R925068,R997604
R258980,R218912
R554100,R542770
R580036,R354049
R246664,R572202
R494106,R735755
R281029,R215698
R133805,R395450
R917640,R480440
R731140,R741474
R980666,R870544
R359710,R579340
R198439,R879233
R422142,R875585
R851400,R126069
R916790,R595507
R838050,R147073
R227987,R483828
R544570,R683264
R650301,R236297
R925046,R993200
R889858,R635754
R318086,R133526
R951721,R318539
R437364,R286172
R708424,R231509
R904175,R343054
R911364,R851598
R954986,R826520
R650863,R459437
R809724,R591228
R927384,R337174
R537264,R781824
R519928,R352575
R198151,R571383
R247385,R336350
R550955,R794933
R898923,R591496
R759852,R690441
R157124,R683703
R311597,R281175
R411172,R377666
R500442,R312320
R263283,R531367
R263364,R368667
R136643,R454883
R949979,R938057
R895155,R851539
R808440,R857320
R409012,R799742
R120678,R557542
R453869,R957249
R332037,R292702
R140333,R233808
R958353,R730925
R661125,R674340
R845172,R173234
R811910,R538644
R466292,R793155
R970957,R432981
R408338,R265662
R631721,R726697
R871552,R794453
R927423,R747876
R454051,R290005
R824925,R463672
R827193,R199428
R492878,R873068
R962748,R524483
R940992,R468458
R682110,R983226
R488375,R515185
R586239,R282618
R932426,R421485
R852108,R217615
R258411,R320490
R708249,R773907
R219295,R479841
R441544,R475789
R751845,R437777
R295165,R772315
R508789,R661710
R144398,R106641
R424681,R288468
R620640,R320851
R922379,R883782
R107696,R980045
R395032,R984979
R110901,R839521
R600198,R623225
R838857,R708282
R246418,R707792
R320820,R951466
R919427,R114698
R889031,R324966
R130219,R110586
R170261,R443520
R280966,R895689
R991678,R989281
R164491,R563718
R630385,R281315
R485676,R818037
R467700,R146407
R754342,R109092
R761905,R847747
R636283,R721782
R652326,R480473
R712110,R810857
R285438,R695724
R979703,R684300
R590663,R411042
R133773,R743918
R511012,R461573
R235497,R642049
R329110,R599364
R670929,R615635
R918380,R797131
R545740,R673270
R700885,R203453
R934585,R858666
R867307,R269508
R546110,R264909
R589623,R221942
R256505,R205289
R178310,R898535
R727241,R464814
R876898,R635645
R405626,R153295
R254400,R502197
R111380,R318903
R970501,R451887
R473347,R456573
R537889,R681995
R740540,R762442
R860554,R855516
R181342,R885284
R124878,R535922
R519017,R339973
R862867,R910789
R671765,R453312
R734526,R996465
R266298,R279662
R981737,R152692
R397493,R355272
R720936,R250920
R674333,R518594
R410816,R645608
R582916,R926866
R108849,R530914
R700196,R838107
R330317,R283386
R611873,R694819
R307695,R392663
R420923,R372129
R772970,R612844
R672846,R872807
R799959,R170683
R139616,R521878
R896525,R680671
R749672,R541210
R957153,R853075
R427786,R723371
R885602,R264978
R526483,R595391
R890374,R135229
R263123,R287034
R908116,R366742
R448917,R409894
R231683,R324984
R910466,R642903
R363109,R801137
R444735,R419359
R892029,R449576
R413389,R551939
R270818,R563465
R612740,R288170
R235378,R209549
R417154,R117080
R493562,R144523
R823230,R372260
R766971,R997199
R997711,R752876
R421579,R662419
R376260,R488799
R496960,R206768
R563246,R347421
R734095,R499864
R958305,R677108
R540789,R302576
R912630,R159374
R609233,R850230
R510067,R922798
R641612,R616535
R655121,R558991
R811412,R946873
R635733,R384330
R789583,R752771
R424713,R686502
R511771,R789212
R175078,R917824
R794294,R872454
R132647,R591880
R197353,R559670
R525228,R410484
R701071,R342125
R607857,R783381
R405327,R957911
R517245,R321821
R715982,R733614
R662653,R799186
R323451,R561993
R300246,R567372
R840601,R732363
R300363,R288700
R149955,R609990
R771351,R143234
R378087,R984665
R813301,R492934
R775796,R187010
R708072,R576852
R448795,R672320
R222434,R494083
R950355,R892225
R556517,R230280
R960630,R489533
R416607,R559928
R338471,R824032
R617840,R960302
R148289,R307771
R466672,R321667
R695535,R464874
R365932,R722657
R598853,R792100
R357186,R637455
R455252,R500004
R988981,R547491
R840505,R721802
R455376,R427380
R135825,R691794
R371910,R373956
R775148,R750309
R865975,R781794
R308561,R552718
R834688,R193188
R615777,R486903
R527561,R682268
R499956,R587929
R619194,R548911
R851567,R838122
R727458,R292127
R596564,R354517
R713391,R402768
R545481,R374316
R683762,R317827
R198187,R853957
R792551,R835686
R570067,R943228
R292144,R871336
R590616,R900986
R237705,R281009
R215855,R438141
R457964,R964364
R812419,R458343
R415158,R895335
R221207,R134333
R808545,R145676
R811896,R746179
R326974,R435093
R562205,R139452
R512351,R841760
R381452,R893387
R430455,R285037
R935832,R501528
R958510,R717807
R610162,R500712
R271500,R145187
R505443,R690605
R624482,R255894
R454520,R543505
R604265,R749228
R705217,R991626
R490300,R174132
R859508,R497540
R455792,R430221
R774920,R977311
R900754,R996063
R938029,R976582
R199568,R859911
R130166,R405909
R858970,R824605
R762226,R707716
R916199,R276651
R684091,R846392
R481414,R959836
R834488,R160774
R133587,R808451
R155239,R828908
R176124,R548971
R578796,R229987
R125343,R800971
R422460,R559905
R935965,R436880
R453593,R315542
R886358,R649547
R895330,R111493
R331240,R377865
R777557,R172371
R954044,R125506
R707827,R600046
R673188,R961139
R335815,R793714
R463096,R157368
R588253,R291665
R450672,R258528
R639922,R211875
R483574,R336049
R174833,R609110
R438166,R210385
R872083,R888302
R472378,R375582
R376994,R497405
R903147,R750816
R253750,R634524
R227867,R734977
R219312,R751228
R774344,R460787
R923305,R367169
R800242,R937657
R126933,R885203
R721967,R677470
R219207,R506689
R450485,R148035
R489681,R567266
R896609,R465509
R604359,R543449
R340490,R533836
R289222,R784570
R111815,R720795
R742595,R456229
R398352,R192914
R146730,R492251
R752273,R418514
R521349,R184468
R318708,R770028
R504368,R683826
R630156,R563036
R418071,R540428
R353697,R171502
R960056,R186005
R982378,R828738
R576407,R982938
R721599,R913318
R346005,R796758
R230799,R742405
R608005,R930902
R886236,R610496
R660145,R432850
R927347,R320086
R430515,R380821
R828116,R887821
R447459,R457723
R819099,R412824
R755778,R555114
R984854,R791928
R489855,R949357
R883146,R918755
R440503,R274233
R298324,R422792
R452092,R365378
R152053,R529731
R791333,R678326
R124297,R752894
R666683,R747851
R617112,R437854
R973004,R297786
R920513,R225625
R653949,R907461
R977369,R758137
R238161,R403241
R653873,R108059
R220379,R700130
R667480,R584555
R308466,R201122
R371152,R790333
R810829,R139728
R392491,R621029
R131069,R106149
R271621,R329720
R508150,R749265
R523693,R645942
R276229,R699969
R778500,R667322
R464806,R451160
R188955,R470757
R855546,R695245
R936032,R336283
R107627,R821465
R789577,R333494
R772786,R608722
R972503,R749964
R727564,R660202
R921632,R324438
R349146,R971098
R761544,R806257
R307602,R162104
R649733,R877274
R597078,R587304
R700073,R846742
R317902,R234865
R402354,R414824
R791503,R398644
R884958,R933333
R642057,R403710
R709883,R966088
R749829,R143000
R234131,R329285
R271781,R522719
R685286,R692932
R182840,R421271
R919292,R680209
R893480,R859455
R336725,R524844
R731882,R675974
R303009,R601978
R707598,R121350
R409657,R537210
R292870,R893137
R974625,R598055
R654636,R664517
R583400,R309239
R423190,R886463
R845432,R691959
R860893,R400055
R342815,R316682
R675368,R676005
R571958,R535637
R325695,R424766
R503391,R246635
R660979,R674808
R424206,R174332
R854993,R742018
R771382,R340506
R120243,R662411
R452559,R305955
R563676,R213904
R581264,R997278
R262544,R643037
R653974,R694986
R192503,R752445
R741665,R992458
R239888,R211802
R903706,R885746
R241060,R603301
R502470,R107707
R303421,R472136
R229992,R993422
R215690,R970686
R499915,R623794
R801379,R188728
R710114,R521671
R666219,R599523
R215418,R809689
R650262,R312658
R896122,R828082
R873949,R761575
R247136,R775217
R412021,R168491
R623938,R531785
R500721,R668374
R574355,R211251
R827214,R585809
R538131,R116581
R532380,R477554
R497394,R668838
R865252,R725008
R493276,R271558
R341278,R717061
R924867,R113942
R249571,R268925
R765861,R754897
R196055,R990408
R376541,R545948
R165275,R913468
R579900,R985239
R267779,R136392
R491147,R178612
R494001,R737648
R726205,R175783
R462001,R154491
R945326,R555251
R997746,R358238
R834809,R147414
R259078,R612951
R195004,R458386
R711610,R475025
R627846,R393685
R615949,R621637
R865905,R978705
R118600,R815183
R192058,R957518
R580016,R511652
R981864,R374009
R251639,R563131
R452139,R995400
R138605,R789347
R313930,R542400
R732129,R883839
R821521,R636326
R872707,R694166
R592183,R349038
R217869,R165020
R956992,R781273
R720014,R952413
R410422,R569593
R622870,R873197
R110571,R582967
R241781,R168307
R755938,R986633
R166326,R690245
R251242,R740488
R271132,R576812
R256240,R667643
R418742,R200528
R663701,R215396
R408662,R148228
R506774,R457652
R932894,R730994
R805648,R307918
R647144,R150924
R478109,R821365
R765291,R632211
R866848,R568046
R617810,R117120
R959611,R563304
R618293,R618195
R472681,R584085
R957664,R947296
R933260,R549232
R620406,R682544
R987475,R523682
R238946,R294048
R500078,R879591
R868984,R294923
R657545,R886770
R395626,R540681
R260964,R169671
R929223,R932770
R624500,R182083
R381749,R867974
R623619,R865518
R543067,R277720
R171577,R130436
R871623,R823198
R371427,R974286
R310058,R149595
R286972,R593392
R393024,R848855
R726394,R385110
R669123,R755011
R972932,R190271
R456762,R788060
R390607,R873931
R745289,R765542
R950796,R702739
R512560,R983174
R264043,R747493
R518139,R387029
R928694,R108097
R473836,R134172
R958368,R788676
R132501,R845010
R360107,R536636
R269232,R725209
R738111,R644924
R779783,R735565
R746096,R480681
R573225,R970220
R919803,R139954
R999985,R948987
R200647,R702782
R767602,R501533
